   n, x, y, z
9584, 14, 14, 16
10401, 14, 14, 17
11320, 14, 14, 18
12347, 14, 14, 19
13488, 14, 14, 20
14749, 14, 14, 21
16136, 14, 14, 22
17655, 14, 14, 23
21113, 14, 14, 25
23064, 14, 14, 26
25171, 14, 14, 27
27440, 14, 14, 28
29877, 14, 14, 29
32488, 14, 14, 30
35279, 14, 14, 31
38256, 14, 14, 32
41425, 14, 14, 33
48363, 14, 14, 35
56141, 14, 14, 37
60360, 14, 14, 38
64807, 14, 14, 39
69488, 14, 14, 40
74409, 14, 14, 41
79576, 14, 14, 42
84995, 14, 14, 43
90672, 14, 14, 44
96613, 14, 14, 45
9494, 14, 15, 15
10215, 14, 15, 16
11032, 14, 15, 17
11951, 14, 15, 18
12978, 14, 15, 19
14119, 14, 15, 20
15380, 14, 15, 21
16767, 14, 15, 22
18286, 14, 15, 23
19943, 14, 15, 24
21744, 14, 15, 25
23695, 14, 15, 26
25802, 14, 15, 27
28071, 14, 15, 28
30508, 14, 15, 29
35910, 14, 15, 31
38887, 14, 15, 32
45423, 14, 15, 34
52775, 14, 15, 36
56772, 14, 15, 37
60991, 14, 15, 38
65438, 14, 15, 39
70119, 14, 15, 40
75040, 14, 15, 41
80207, 14, 15, 42
85626, 14, 15, 43
91303, 14, 15, 44
97244, 14, 15, 45
10936, 14, 16, 16
11753, 14, 16, 17
12672, 14, 16, 18
13699, 14, 16, 19
14840, 14, 16, 20
16101, 14, 16, 21
17488, 14, 16, 22
19007, 14, 16, 23
20664, 14, 16, 24
26523, 14, 16, 27
31229, 14, 16, 29
36631, 14, 16, 31
39608, 14, 16, 32
46144, 14, 16, 34
53496, 14, 16, 36
57493, 14, 16, 37
61712, 14, 16, 38
66159, 14, 16, 39
75761, 14, 16, 41
80928, 14, 16, 42
86347, 14, 16, 43
92024, 14, 16, 44
97965, 14, 16, 45
12570, 14, 17, 17
13489, 14, 17, 18
14516, 14, 17, 19
15657, 14, 17, 20
16918, 14, 17, 21
19824, 14, 17, 23
21481, 14, 17, 24
23282, 14, 17, 25
25233, 14, 17, 26
27340, 14, 17, 27
29609, 14, 17, 28
32046, 14, 17, 29
34657, 14, 17, 30
37448, 14, 17, 31
40425, 14, 17, 32
43594, 14, 17, 33
46961, 14, 17, 34
50532, 14, 17, 35
54313, 14, 17, 36
58310, 14, 17, 37
62529, 14, 17, 38
66976, 14, 17, 39
71657, 14, 17, 40
76578, 14, 17, 41
81745, 14, 17, 42
87164, 14, 17, 43
92841, 14, 17, 44
98782, 14, 17, 45
14408, 14, 18, 18
15435, 14, 18, 19
17837, 14, 18, 21
19224, 14, 18, 22
20743, 14, 18, 23
22400, 14, 18, 24
24201, 14, 18, 25
26152, 14, 18, 26
28259, 14, 18, 27
32965, 14, 18, 29
38367, 14, 18, 31
41344, 14, 18, 32
44513, 14, 18, 33
47880, 14, 18, 34
51451, 14, 18, 35
63448, 14, 18, 38
67895, 14, 18, 39
72576, 14, 18, 40
77497, 14, 18, 41
82664, 14, 18, 42
88083, 14, 18, 43
93760, 14, 18, 44
99701, 14, 18, 45
16462, 14, 19, 19
20251, 14, 19, 22
21770, 14, 19, 23
25228, 14, 19, 25
27179, 14, 19, 26
29286, 14, 19, 27
31555, 14, 19, 28
33992, 14, 19, 29
36603, 14, 19, 30
39394, 14, 19, 31
42371, 14, 19, 32
45540, 14, 19, 33
48907, 14, 19, 34
56259, 14, 19, 36
60256, 14, 19, 37
64475, 14, 19, 38
73603, 14, 19, 40
78524, 14, 19, 41
94787, 14, 19, 44
18744, 14, 20, 20
20005, 14, 20, 21
21392, 14, 20, 22
22911, 14, 20, 23
24568, 14, 20, 24
26369, 14, 20, 25
28320, 14, 20, 26
30427, 14, 20, 27
32696, 14, 20, 28
35133, 14, 20, 29
37744, 14, 20, 30
40535, 14, 20, 31
46681, 14, 20, 33
50048, 14, 20, 34
53619, 14, 20, 35
57400, 14, 20, 36
61397, 14, 20, 37
65616, 14, 20, 38
70063, 14, 20, 39
74744, 14, 20, 40
79665, 14, 20, 41
84832, 14, 20, 42
90251, 14, 20, 43
95928, 14, 20, 44
21266, 14, 21, 21
22653, 14, 21, 22
24172, 14, 21, 23
25829, 14, 21, 24
27630, 14, 21, 25
29581, 14, 21, 26
31688, 14, 21, 27
33957, 14, 21, 28
36394, 14, 21, 29
39005, 14, 21, 30
44773, 14, 21, 32
47942, 14, 21, 33
51309, 14, 21, 34
62658, 14, 21, 37
66877, 14, 21, 38
71324, 14, 21, 39
76005, 14, 21, 40
80926, 14, 21, 41
97189, 14, 21, 44
24040, 14, 22, 22
25559, 14, 22, 23
29017, 14, 22, 25
30968, 14, 22, 26
33075, 14, 22, 27
35344, 14, 22, 28
37781, 14, 22, 29
40392, 14, 22, 30
43183, 14, 22, 31
46160, 14, 22, 32
49329, 14, 22, 33
52696, 14, 22, 34
64045, 14, 22, 37
72711, 14, 22, 39
77392, 14, 22, 40
82313, 14, 22, 41
87480, 14, 22, 42
92899, 14, 22, 43
98576, 14, 22, 44
27078, 14, 23, 23
28735, 14, 23, 24
30536, 14, 23, 25
32487, 14, 23, 26
34594, 14, 23, 27
36863, 14, 23, 28
39300, 14, 23, 29
41911, 14, 23, 30
44702, 14, 23, 31
47679, 14, 23, 32
50848, 14, 23, 33
54215, 14, 23, 34
57786, 14, 23, 35
61567, 14, 23, 36
65564, 14, 23, 37
69783, 14, 23, 38
74230, 14, 23, 39
83832, 14, 23, 41
88999, 14, 23, 42
94418, 14, 23, 43
30392, 14, 24, 24
34144, 14, 24, 26
36251, 14, 24, 27
40957, 14, 24, 29
43568, 14, 24, 30
46359, 14, 24, 31
49336, 14, 24, 32
52505, 14, 24, 33
59443, 14, 24, 35
63224, 14, 24, 36
67221, 14, 24, 37
71440, 14, 24, 38
75887, 14, 24, 39
80568, 14, 24, 40
85489, 14, 24, 41
90656, 14, 24, 42
96075, 14, 24, 43
33994, 14, 25, 25
38052, 14, 25, 27
40321, 14, 25, 28
45369, 14, 25, 30
48160, 14, 25, 31
51137, 14, 25, 32
54306, 14, 25, 33
57673, 14, 25, 34
61244, 14, 25, 35
65025, 14, 25, 36
69022, 14, 25, 37
73241, 14, 25, 38
77688, 14, 25, 39
82369, 14, 25, 40
87290, 14, 25, 41
97876, 14, 25, 43
37896, 14, 26, 26
40003, 14, 26, 27
42272, 14, 26, 28
44709, 14, 26, 29
47320, 14, 26, 30
50111, 14, 26, 31
53088, 14, 26, 32
56257, 14, 26, 33
59624, 14, 26, 34
63195, 14, 26, 35
70973, 14, 26, 37
75192, 14, 26, 38
79639, 14, 26, 39
84320, 14, 26, 40
89241, 14, 26, 41
94408, 14, 26, 42
99827, 14, 26, 43
42110, 14, 27, 27
44379, 14, 27, 28
46816, 14, 27, 29
52218, 14, 27, 31
55195, 14, 27, 32
58364, 14, 27, 33
65302, 14, 27, 35
69083, 14, 27, 36
73080, 14, 27, 37
77299, 14, 27, 38
81746, 14, 27, 39
86427, 14, 27, 40
91348, 14, 27, 41
96515, 14, 27, 42
46648, 14, 28, 28
49085, 14, 28, 29
51696, 14, 28, 30
54487, 14, 28, 31
57464, 14, 28, 32
60633, 14, 28, 33
67571, 14, 28, 35
71352, 14, 28, 36
75349, 14, 28, 37
79568, 14, 28, 38
84015, 14, 28, 39
88696, 14, 28, 40
93617, 14, 28, 41
98784, 14, 28, 42
51522, 14, 29, 29
54133, 14, 29, 30
56924, 14, 29, 31
59901, 14, 29, 32
66437, 14, 29, 34
70008, 14, 29, 35
73789, 14, 29, 36
77786, 14, 29, 37
82005, 14, 29, 38
86452, 14, 29, 39
96054, 14, 29, 41
56744, 14, 30, 30
62512, 14, 30, 32
65681, 14, 30, 33
72619, 14, 30, 35
76400, 14, 30, 36
80397, 14, 30, 37
84616, 14, 30, 38
89063, 14, 30, 39
98665, 14, 30, 41
62326, 14, 31, 31
65303, 14, 31, 32
71839, 14, 31, 34
75410, 14, 31, 35
83188, 14, 31, 37
87407, 14, 31, 38
96535, 14, 31, 40
68280, 14, 32, 32
71449, 14, 32, 33
78387, 14, 32, 35
82168, 14, 32, 36
86165, 14, 32, 37
90384, 14, 32, 38
94831, 14, 32, 39
99512, 14, 32, 40
74618, 14, 33, 33
77985, 14, 33, 34
81556, 14, 33, 35
85337, 14, 33, 36
89334, 14, 33, 37
93553, 14, 33, 38
98000, 14, 33, 39
81352, 14, 34, 34
84923, 14, 34, 35
88704, 14, 34, 36
92701, 14, 34, 37
96920, 14, 34, 38
88494, 14, 35, 35
92275, 14, 35, 36
96272, 14, 35, 37
96056, 14, 36, 36
10125, 15, 15, 15
10846, 15, 15, 16
11663, 15, 15, 17
12582, 15, 15, 18
13609, 15, 15, 19
14750, 15, 15, 20
16011, 15, 15, 21
17398, 15, 15, 22
18917, 15, 15, 23
20574, 15, 15, 24
22375, 15, 15, 25
24326, 15, 15, 26
26433, 15, 15, 27
28702, 15, 15, 28
31139, 15, 15, 29
33750, 15, 15, 30
36541, 15, 15, 31
39518, 15, 15, 32
46054, 15, 15, 34
49625, 15, 15, 35
53406, 15, 15, 36
57403, 15, 15, 37
61622, 15, 15, 38
66069, 15, 15, 39
70750, 15, 15, 40
75671, 15, 15, 41
86257, 15, 15, 43
91934, 15, 15, 44
11567, 15, 16, 16
13303, 15, 16, 18
14330, 15, 16, 19
15471, 15, 16, 20
16732, 15, 16, 21
18119, 15, 16, 22
19638, 15, 16, 23
21295, 15, 16, 24
23096, 15, 16, 25
25047, 15, 16, 26
27154, 15, 16, 27
29423, 15, 16, 28
31860, 15, 16, 29
34471, 15, 16, 30
37262, 15, 16, 31
40239, 15, 16, 32
46775, 15, 16, 34
50346, 15, 16, 35
54127, 15, 16, 36
58124, 15, 16, 37
62343, 15, 16, 38
71471, 15, 16, 40
76392, 15, 16, 41
81559, 15, 16, 42
86978, 15, 16, 43
92655, 15, 16, 44
98596, 15, 16, 45
13201, 15, 17, 17
14120, 15, 17, 18
15147, 15, 17, 19
16288, 15, 17, 20
17549, 15, 17, 21
18936, 15, 17, 22
20455, 15, 17, 23
22112, 15, 17, 24
23913, 15, 17, 25
25864, 15, 17, 26
27971, 15, 17, 27
30240, 15, 17, 28
32677, 15, 17, 29
35288, 15, 17, 30
38079, 15, 17, 31
41056, 15, 17, 32
51163, 15, 17, 35
58941, 15, 17, 37
63160, 15, 17, 38
77209, 15, 17, 41
87795, 15, 17, 43
93472, 15, 17, 44
99413, 15, 17, 45
15039, 15, 18, 18
16066, 15, 18, 19
18468, 15, 18, 21
19855, 15, 18, 22
21374, 15, 18, 23
24832, 15, 18, 25
26783, 15, 18, 26
28890, 15, 18, 27
31159, 15, 18, 28
33596, 15, 18, 29
38998, 15, 18, 31
41975, 15, 18, 32
48511, 15, 18, 34
52082, 15, 18, 35
55863, 15, 18, 36
59860, 15, 18, 37
64079, 15, 18, 38
68526, 15, 18, 39
78128, 15, 18, 41
83295, 15, 18, 42
88714, 15, 18, 43
94391, 15, 18, 44
17093, 15, 19, 19
18234, 15, 19, 20
19495, 15, 19, 21
20882, 15, 19, 22
25859, 15, 19, 25
27810, 15, 19, 26
32186, 15, 19, 28
34623, 15, 19, 29
40025, 15, 19, 31
43002, 15, 19, 32
53109, 15, 19, 35
56890, 15, 19, 36
60887, 15, 19, 37
65106, 15, 19, 38
69553, 15, 19, 39
74234, 15, 19, 40
84322, 15, 19, 42
89741, 15, 19, 43
95418, 15, 19, 44
19375, 15, 20, 20
20636, 15, 20, 21
22023, 15, 20, 22
23542, 15, 20, 23
25199, 15, 20, 24
28951, 15, 20, 26
31058, 15, 20, 27
35764, 15, 20, 29
38375, 15, 20, 30
41166, 15, 20, 31
44143, 15, 20, 32
50679, 15, 20, 34
54250, 15, 20, 35
58031, 15, 20, 36
66247, 15, 20, 38
70694, 15, 20, 39
75375, 15, 20, 40
80296, 15, 20, 41
85463, 15, 20, 42
90882, 15, 20, 43
96559, 15, 20, 44
21897, 15, 21, 21
24803, 15, 21, 23
28261, 15, 21, 25
30212, 15, 21, 26
32319, 15, 21, 27
37025, 15, 21, 29
39636, 15, 21, 30
42427, 15, 21, 31
45404, 15, 21, 32
51940, 15, 21, 34
59292, 15, 21, 36
63289, 15, 21, 37
67508, 15, 21, 38
71955, 15, 21, 39
76636, 15, 21, 40
81557, 15, 21, 41
86724, 15, 21, 42
92143, 15, 21, 43
97820, 15, 21, 44
24671, 15, 22, 22
26190, 15, 22, 23
27847, 15, 22, 24
29648, 15, 22, 25
31599, 15, 22, 26
33706, 15, 22, 27
35975, 15, 22, 28
38412, 15, 22, 29
41023, 15, 22, 30
43814, 15, 22, 31
46791, 15, 22, 32
53327, 15, 22, 34
56898, 15, 22, 35
60679, 15, 22, 36
64676, 15, 22, 37
68895, 15, 22, 38
73342, 15, 22, 39
78023, 15, 22, 40
82944, 15, 22, 41
88111, 15, 22, 42
93530, 15, 22, 43
99207, 15, 22, 44
27709, 15, 23, 23
31167, 15, 23, 25
37494, 15, 23, 28
42542, 15, 23, 30
45333, 15, 23, 31
48310, 15, 23, 32
58417, 15, 23, 35
62198, 15, 23, 36
66195, 15, 23, 37
70414, 15, 23, 38
74861, 15, 23, 39
84463, 15, 23, 41
89630, 15, 23, 42
95049, 15, 23, 43
31023, 15, 24, 24
34775, 15, 24, 26
39151, 15, 24, 28
41588, 15, 24, 29
44199, 15, 24, 30
46990, 15, 24, 31
49967, 15, 24, 32
56503, 15, 24, 34
60074, 15, 24, 35
63855, 15, 24, 36
67852, 15, 24, 37
72071, 15, 24, 38
76518, 15, 24, 39
86120, 15, 24, 41
91287, 15, 24, 42
96706, 15, 24, 43
34625, 15, 25, 25
36576, 15, 25, 26
38683, 15, 25, 27
40952, 15, 25, 28
43389, 15, 25, 29
46000, 15, 25, 30
48791, 15, 25, 31
51768, 15, 25, 32
61875, 15, 25, 35
65656, 15, 25, 36
69653, 15, 25, 37
78319, 15, 25, 39
83000, 15, 25, 40
93088, 15, 25, 42
98507, 15, 25, 43
38527, 15, 26, 26
40634, 15, 26, 27
45340, 15, 26, 29
47951, 15, 26, 30
50742, 15, 26, 31
53719, 15, 26, 32
60255, 15, 26, 34
63826, 15, 26, 35
71604, 15, 26, 37
75823, 15, 26, 38
80270, 15, 26, 39
84951, 15, 26, 40
89872, 15, 26, 41
95039, 15, 26, 42
42741, 15, 27, 27
45010, 15, 27, 28
47447, 15, 27, 29
52849, 15, 27, 31
55826, 15, 27, 32
62362, 15, 27, 34
65933, 15, 27, 35
73711, 15, 27, 37
77930, 15, 27, 38
82377, 15, 27, 39
87058, 15, 27, 40
97146, 15, 27, 42
47279, 15, 28, 28
49716, 15, 28, 29
55118, 15, 28, 31
58095, 15, 28, 32
64631, 15, 28, 34
68202, 15, 28, 35
71983, 15, 28, 36
75980, 15, 28, 37
80199, 15, 28, 38
84646, 15, 28, 39
89327, 15, 28, 40
94248, 15, 28, 41
99415, 15, 28, 42
52153, 15, 29, 29
54764, 15, 29, 30
57555, 15, 29, 31
60532, 15, 29, 32
70639, 15, 29, 35
74420, 15, 29, 36
78417, 15, 29, 37
82636, 15, 29, 38
87083, 15, 29, 39
91764, 15, 29, 40
96685, 15, 29, 41
57375, 15, 30, 30
60166, 15, 30, 31
63143, 15, 30, 32
69679, 15, 30, 34
73250, 15, 30, 35
77031, 15, 30, 36
81028, 15, 30, 37
85247, 15, 30, 38
89694, 15, 30, 39
94375, 15, 30, 40
99296, 15, 30, 41
62957, 15, 31, 31
65934, 15, 31, 32
72470, 15, 31, 34
76041, 15, 31, 35
79822, 15, 31, 36
88038, 15, 31, 38
92485, 15, 31, 39
97166, 15, 31, 40
68911, 15, 32, 32
75447, 15, 32, 34
79018, 15, 32, 35
82799, 15, 32, 36
86796, 15, 32, 37
91015, 15, 32, 38
95462, 15, 32, 39
81983, 15, 34, 34
89335, 15, 34, 36
97551, 15, 34, 38
89125, 15, 35, 35
92906, 15, 35, 36
96903, 15, 35, 37
96687, 15, 36, 36
12288, 16, 16, 16
15051, 16, 16, 19
16192, 16, 16, 20
17453, 16, 16, 21
18840, 16, 16, 22
20359, 16, 16, 23
23817, 16, 16, 25
25768, 16, 16, 26
27875, 16, 16, 27
30144, 16, 16, 28
35192, 16, 16, 30
37983, 16, 16, 31
40960, 16, 16, 32
47496, 16, 16, 34
51067, 16, 16, 35
54848, 16, 16, 36
58845, 16, 16, 37
63064, 16, 16, 38
67511, 16, 16, 39
72192, 16, 16, 40
77113, 16, 16, 41
82280, 16, 16, 42
87699, 16, 16, 43
99317, 16, 16, 45
14841, 16, 17, 18
17009, 16, 17, 20
18270, 16, 17, 21
21176, 16, 17, 23
22833, 16, 17, 24
24634, 16, 17, 25
26585, 16, 17, 26
28692, 16, 17, 27
30961, 16, 17, 28
33398, 16, 17, 29
38800, 16, 17, 31
51884, 16, 17, 35
63881, 16, 17, 38
68328, 16, 17, 39
83097, 16, 17, 42
94193, 16, 17, 44
15760, 16, 18, 18
16787, 16, 18, 19
19189, 16, 18, 21
20576, 16, 18, 22
22095, 16, 18, 23
23752, 16, 18, 24
25553, 16, 18, 25
27504, 16, 18, 26
29611, 16, 18, 27
31880, 16, 18, 28
34317, 16, 18, 29
39719, 16, 18, 31
42696, 16, 18, 32
49232, 16, 18, 34
52803, 16, 18, 35
56584, 16, 18, 36
60581, 16, 18, 37
64800, 16, 18, 38
69247, 16, 18, 39
73928, 16, 18, 40
78849, 16, 18, 41
84016, 16, 18, 42
89435, 16, 18, 43
95112, 16, 18, 44
17814, 16, 19, 19
18955, 16, 19, 20
20216, 16, 19, 21
21603, 16, 19, 22
26580, 16, 19, 25
28531, 16, 19, 26
30638, 16, 19, 27
32907, 16, 19, 28
37955, 16, 19, 30
40746, 16, 19, 31
43723, 16, 19, 32
50259, 16, 19, 34
53830, 16, 19, 35
57611, 16, 19, 36
61608, 16, 19, 37
70274, 16, 19, 39
74955, 16, 19, 40
79876, 16, 19, 41
85043, 16, 19, 42
90462, 16, 19, 43
96139, 16, 19, 44
20096, 16, 20, 20
22744, 16, 20, 22
24263, 16, 20, 23
25920, 16, 20, 24
27721, 16, 20, 25
29672, 16, 20, 26
31779, 16, 20, 27
34048, 16, 20, 28
36485, 16, 20, 29
39096, 16, 20, 30
41887, 16, 20, 31
44864, 16, 20, 32
51400, 16, 20, 34
54971, 16, 20, 35
58752, 16, 20, 36
62749, 16, 20, 37
66968, 16, 20, 38
71415, 16, 20, 39
76096, 16, 20, 40
81017, 16, 20, 41
91603, 16, 20, 43
22618, 16, 21, 21
24005, 16, 21, 22
25524, 16, 21, 23
27181, 16, 21, 24
28982, 16, 21, 25
30933, 16, 21, 26
33040, 16, 21, 27
37746, 16, 21, 29
43148, 16, 21, 31
46125, 16, 21, 32
52661, 16, 21, 34
56232, 16, 21, 35
60013, 16, 21, 36
64010, 16, 21, 37
72676, 16, 21, 39
77357, 16, 21, 40
92864, 16, 21, 43
25392, 16, 22, 22
26911, 16, 22, 23
28568, 16, 22, 24
30369, 16, 22, 25
32320, 16, 22, 26
34427, 16, 22, 27
36696, 16, 22, 28
39133, 16, 22, 29
41744, 16, 22, 30
44535, 16, 22, 31
47512, 16, 22, 32
54048, 16, 22, 34
57619, 16, 22, 35
61400, 16, 22, 36
65397, 16, 22, 37
69616, 16, 22, 38
74063, 16, 22, 39
78744, 16, 22, 40
83665, 16, 22, 41
94251, 16, 22, 43
99928, 16, 22, 44
28430, 16, 23, 23
31888, 16, 23, 25
33839, 16, 23, 26
38215, 16, 23, 28
40652, 16, 23, 29
43263, 16, 23, 30
49031, 16, 23, 32
59138, 16, 23, 35
62919, 16, 23, 36
66916, 16, 23, 37
71135, 16, 23, 38
75582, 16, 23, 39
90351, 16, 23, 42
95770, 16, 23, 43
31744, 16, 24, 24
33545, 16, 24, 25
37603, 16, 24, 27
39872, 16, 24, 28
42309, 16, 24, 29
44920, 16, 24, 30
47711, 16, 24, 31
57224, 16, 24, 34
60795, 16, 24, 35
68573, 16, 24, 37
72792, 16, 24, 38
86841, 16, 24, 41
92008, 16, 24, 42
35346, 16, 25, 25
37297, 16, 25, 26
39404, 16, 25, 27
41673, 16, 25, 28
44110, 16, 25, 29
49512, 16, 25, 31
59025, 16, 25, 34
62596, 16, 25, 35
66377, 16, 25, 36
70374, 16, 25, 37
74593, 16, 25, 38
79040, 16, 25, 39
83721, 16, 25, 40
88642, 16, 25, 41
93809, 16, 25, 42
99228, 16, 25, 43
39248, 16, 26, 26
43624, 16, 26, 28
46061, 16, 26, 29
48672, 16, 26, 30
51463, 16, 26, 31
54440, 16, 26, 32
60976, 16, 26, 34
64547, 16, 26, 35
72325, 16, 26, 37
76544, 16, 26, 38
80991, 16, 26, 39
85672, 16, 26, 40
90593, 16, 26, 41
95760, 16, 26, 42
43462, 16, 27, 27
45731, 16, 27, 28
53570, 16, 27, 31
56547, 16, 27, 32
63083, 16, 27, 34
66654, 16, 27, 35
70435, 16, 27, 36
78651, 16, 27, 38
87779, 16, 27, 40
92700, 16, 27, 41
97867, 16, 27, 42
48000, 16, 28, 28
50437, 16, 28, 29
53048, 16, 28, 30
55839, 16, 28, 31
58816, 16, 28, 32
65352, 16, 28, 34
72704, 16, 28, 36
76701, 16, 28, 37
85367, 16, 28, 39
90048, 16, 28, 40
94969, 16, 28, 41
52874, 16, 29, 29
55485, 16, 29, 30
58276, 16, 29, 31
61253, 16, 29, 32
67789, 16, 29, 34
71360, 16, 29, 35
75141, 16, 29, 36
79138, 16, 29, 37
87804, 16, 29, 39
97406, 16, 29, 41
58096, 16, 30, 30
63864, 16, 30, 32
73971, 16, 30, 35
77752, 16, 30, 36
81749, 16, 30, 37
90415, 16, 30, 39
95096, 16, 30, 40
63678, 16, 31, 31
66655, 16, 31, 32
73191, 16, 31, 34
76762, 16, 31, 35
80543, 16, 31, 36
84540, 16, 31, 37
88759, 16, 31, 38
93206, 16, 31, 39
97887, 16, 31, 40
69632, 16, 32, 32
79739, 16, 32, 35
83520, 16, 32, 36
87517, 16, 32, 37
91736, 16, 32, 38
96183, 16, 32, 39
86275, 16, 34, 35
94053, 16, 34, 37
98272, 16, 34, 38
89846, 16, 35, 35
93627, 16, 35, 36
97624, 16, 35, 37
14739, 17, 17, 17
15658, 17, 17, 18
16685, 17, 17, 19
19087, 17, 17, 21
20474, 17, 17, 22
21993, 17, 17, 23
23650, 17, 17, 24
25451, 17, 17, 25
27402, 17, 17, 26
29509, 17, 17, 27
31778, 17, 17, 28
34215, 17, 17, 29
36826, 17, 17, 30
39617, 17, 17, 31
42594, 17, 17, 32
45763, 17, 17, 33
49130, 17, 17, 34
52701, 17, 17, 35
56482, 17, 17, 36
60479, 17, 17, 37
64698, 17, 17, 38
73826, 17, 17, 40
78747, 17, 17, 41
83914, 17, 17, 42
95010, 17, 17, 44
16577, 17, 18, 18
20006, 17, 18, 21
21393, 17, 18, 22
22912, 17, 18, 23
24569, 17, 18, 24
26370, 17, 18, 25
28321, 17, 18, 26
32697, 17, 18, 28
35134, 17, 18, 29
40536, 17, 18, 31
43513, 17, 18, 32
46682, 17, 18, 33
50049, 17, 18, 34
53620, 17, 18, 35
57401, 17, 18, 36
61398, 17, 18, 37
65617, 17, 18, 38
70064, 17, 18, 39
79666, 17, 18, 41
84833, 17, 18, 42
90252, 17, 18, 43
18631, 17, 19, 19
19772, 17, 19, 20
21033, 17, 19, 21
23939, 17, 19, 23
27397, 17, 19, 25
29348, 17, 19, 26
31455, 17, 19, 27
33724, 17, 19, 28
38772, 17, 19, 30
44540, 17, 19, 32
47709, 17, 19, 33
51076, 17, 19, 34
54647, 17, 19, 35
58428, 17, 19, 36
62425, 17, 19, 37
66644, 17, 19, 38
71091, 17, 19, 39
75772, 17, 19, 40
80693, 17, 19, 41
85860, 17, 19, 42
91279, 17, 19, 43
96956, 17, 19, 44
20913, 17, 20, 20
22174, 17, 20, 21
23561, 17, 20, 22
25080, 17, 20, 23
26737, 17, 20, 24
28538, 17, 20, 25
30489, 17, 20, 26
32596, 17, 20, 27
34865, 17, 20, 28
37302, 17, 20, 29
39913, 17, 20, 30
42704, 17, 20, 31
45681, 17, 20, 32
48850, 17, 20, 33
52217, 17, 20, 34
55788, 17, 20, 35
63566, 17, 20, 37
67785, 17, 20, 38
72232, 17, 20, 39
76913, 17, 20, 40
81834, 17, 20, 41
87001, 17, 20, 42
92420, 17, 20, 43
98097, 17, 20, 44
24822, 17, 21, 22
26341, 17, 21, 23
27998, 17, 21, 24
31750, 17, 21, 26
33857, 17, 21, 27
38563, 17, 21, 29
41174, 17, 21, 30
43965, 17, 21, 31
46942, 17, 21, 32
53478, 17, 21, 34
57049, 17, 21, 35
60830, 17, 21, 36
73493, 17, 21, 39
78174, 17, 21, 40
83095, 17, 21, 41
88262, 17, 21, 42
93681, 17, 21, 43
99358, 17, 21, 44
26209, 17, 22, 22
29385, 17, 22, 24
33137, 17, 22, 26
35244, 17, 22, 27
37513, 17, 22, 28
39950, 17, 22, 29
42561, 17, 22, 30
48329, 17, 22, 32
54865, 17, 22, 34
58436, 17, 22, 35
62217, 17, 22, 36
66214, 17, 22, 37
74880, 17, 22, 39
84482, 17, 22, 41
89649, 17, 22, 42
95068, 17, 22, 43
29247, 17, 23, 23
30904, 17, 23, 24
32705, 17, 23, 25
34656, 17, 23, 26
36763, 17, 23, 27
39032, 17, 23, 28
41469, 17, 23, 29
46871, 17, 23, 31
49848, 17, 23, 32
53017, 17, 23, 33
59955, 17, 23, 35
63736, 17, 23, 36
71952, 17, 23, 38
76399, 17, 23, 39
81080, 17, 23, 40
86001, 17, 23, 41
91168, 17, 23, 42
32561, 17, 24, 24
34362, 17, 24, 25
36313, 17, 24, 26
38420, 17, 24, 27
40689, 17, 24, 28
43126, 17, 24, 29
45737, 17, 24, 30
48528, 17, 24, 31
51505, 17, 24, 32
54674, 17, 24, 33
58041, 17, 24, 34
61612, 17, 24, 35
65393, 17, 24, 36
69390, 17, 24, 37
73609, 17, 24, 38
78056, 17, 24, 39
82737, 17, 24, 40
87658, 17, 24, 41
92825, 17, 24, 42
98244, 17, 24, 43
36163, 17, 25, 25
38114, 17, 25, 26
40221, 17, 25, 27
42490, 17, 25, 28
44927, 17, 25, 29
47538, 17, 25, 30
50329, 17, 25, 31
53306, 17, 25, 32
56475, 17, 25, 33
59842, 17, 25, 34
63413, 17, 25, 35
67194, 17, 25, 36
71191, 17, 25, 37
79857, 17, 25, 39
84538, 17, 25, 40
89459, 17, 25, 41
94626, 17, 25, 42
40065, 17, 26, 26
42172, 17, 26, 27
44441, 17, 26, 28
46878, 17, 26, 29
49489, 17, 26, 30
52280, 17, 26, 31
55257, 17, 26, 32
58426, 17, 26, 33
61793, 17, 26, 34
65364, 17, 26, 35
77361, 17, 26, 38
81808, 17, 26, 39
86489, 17, 26, 40
91410, 17, 26, 41
96577, 17, 26, 42
44279, 17, 27, 27
46548, 17, 27, 28
48985, 17, 27, 29
54387, 17, 27, 31
57364, 17, 27, 32
60533, 17, 27, 33
63900, 17, 27, 34
67471, 17, 27, 35
79468, 17, 27, 38
83915, 17, 27, 39
88596, 17, 27, 40
93517, 17, 27, 41
98684, 17, 27, 42
48817, 17, 28, 28
51254, 17, 28, 29
53865, 17, 28, 30
56656, 17, 28, 31
59633, 17, 28, 32
62802, 17, 28, 33
66169, 17, 28, 34
69740, 17, 28, 35
73521, 17, 28, 36
77518, 17, 28, 37
81737, 17, 28, 38
90865, 17, 28, 40
95786, 17, 28, 41
53691, 17, 29, 29
56302, 17, 29, 30
62070, 17, 29, 32
65239, 17, 29, 33
68606, 17, 29, 34
75958, 17, 29, 36
79955, 17, 29, 37
84174, 17, 29, 38
88621, 17, 29, 39
93302, 17, 29, 40
98223, 17, 29, 41
58913, 17, 30, 30
64681, 17, 30, 32
67850, 17, 30, 33
71217, 17, 30, 34
